year,country_name,hdi_category,indicator_name,reference,values
,Bhutan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Comoros,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Ghana,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,18.3
,Pakistan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,7.7
,Mauritania,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Lesotho,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Congo,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,45.4
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,7.2
,Swaziland,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Nepal,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,18.4
,Madagascar,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Cameroon,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,-4.4
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Haiti,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,-39.9
,Sudan,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,33.2
,Kenya,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,-3.8
,Djibouti,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,-13.4
,Togo,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,-26.9
,Yemen,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,-6.0
,Uganda,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Gambia,MEDIUM HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Senegal,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,28.2
,Eritrea,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Nigeria,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,22.7
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,-12.5
,Guinea,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Rwanda,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Angola,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,-12.4
,Benin,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,25.8
,Malawi,LOW HUMAN DEVELOPMENT,GDP per unit of energy use (% change) 1990-2004,,..
,Zambia,,GDP per unit of energy use (% change) 1990-2004,,0.4
,Côte d'Ivoire,,GDP per unit of energy use (% change) 1990-2004,,-29.1
,Burundi,,GDP per unit of energy use (% change) 1990-2004,,..
,Congo (Democratic Republic of the),,GDP per unit of energy use (% change) 1990-2004,,-55.8
,Ethiopia,,GDP per unit of energy use (% change) 1990-2004,,5.8
,Chad,,GDP per unit of energy use (% change) 1990-2004,,..
,Central African Republic,,GDP per unit of energy use (% change) 1990-2004,,..
,Mozambique,,GDP per unit of energy use (% change) 1990-2004,,105.8
,Mali,,GDP per unit of energy use (% change) 1990-2004,,..
,Niger,,GDP per unit of energy use (% change) 1990-2004,,..
,Guinea-Bissau,,GDP per unit of energy use (% change) 1990-2004,,..
,Burkina Faso,,GDP per unit of energy use (% change) 1990-2004,,..
,Sierra Leone,,GDP per unit of energy use (% change) 1990-2004,,..
,Iceland,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,0.5
,Norway,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,30.7
,Australia,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,21.3
,Canada,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,33.6
,Ireland,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,9.7
,Sweden,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,66.9
,Switzerland,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,30.9
,Japan,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,68.2
,Netherlands,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,10.8
,France,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,28.3
,Finland,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,73.9
,United States,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,33.1
,Spain,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,35.9
,Denmark,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,11.8
,Austria,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,46.7
,United Kingdom,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,11.8
,Belgium,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,22.0
,Luxembourg,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,33.5
,New Zealand,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,31.0
,Italy,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,33.9
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,..
,Germany,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,31.7
,Israel,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,8.3
,Greece,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,29.1
,Singapore,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,3.4
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,63.5
,Slovenia,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,62.8
,Cyprus,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,18.9
,Portugal,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,41.3
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,52.8
,Barbados,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,4.0
,Czech Republic,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,34.3
,Kuwait,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,0.3
,Malta,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,1.1
,Qatar,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,(.)
,Hungary,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,21.5
,Poland,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,30.0
,Argentina,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,12.1
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,3.7
,Chile,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,21.5
,Bahrain,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,0.6
,Slovakia,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,40.1
,Lithuania,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,33.5
,Estonia,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,53.9
,Latvia,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,47.4
,Uruguay,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,8.6
,Croatia,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,38.2
,Costa Rica,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,46.8
,Bahamas,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,51.5
,Seychelles,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,88.9
,Cuba,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,24.7
,Mexico,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,33.7
,Bulgaria,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,32.8
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,14.7
,Tonga,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,5.0
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,0.1
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,21.4
,Oman,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,(.)
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,44.1
,Romania,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,27.7
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,1.3
,Panama,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,57.7
,Malaysia,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,63.6
,Belarus,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,38.0
,Mauritius,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,18.2
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,43.1
,Russian Federation,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,47.9
,Albania,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,29.0
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,35.8
,Brazil,HIGH HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,57.2
,Dominica,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,61.3
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,27.9
,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,1.2
,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,54.1
,Colombia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,58.5
,Ukraine,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,16.5
,Samoa,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,60.4
,Thailand,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,28.4
,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,28.4
,Belize,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,72.5
,China,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,21.2
,Grenada,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,12.2
,Armenia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,10.0
,Turkey,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,13.2
,Suriname,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,94.7
,Jordan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,0.9
,Peru,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,53.7
,Lebanon,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,13.3
,Ecuador,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,39.2
,Philippines,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,24.0
,Tunisia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,6.8
,Fiji,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,54.7
,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,27.4
,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,6.8
,Paraguay,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,46.5
,Georgia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,39.7
,Guyana,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,76.7
,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,11.3
,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,29.9
,Maldives,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,3.0
,Jamaica,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,31.3
,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,20.7
,El Salvador,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,14.4
,Algeria,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,1.0
,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,39.7
,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,1.5
,Indonesia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,48.8
,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,2.5
,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,8.8
,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,42.7
,Moldova,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,10.0
,Egypt,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,0.1
,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,8.0
,Mongolia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,6.5
,Honduras,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,41.5
,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,4.5
,Bolivia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,54.2
,Guatemala,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,36.3
,Gabon,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,84.5
,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,36.1
,South Africa,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,7.6
,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,2.9
,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,28.4
,Botswana,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,21.1
,Namibia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,9.3
,Morocco,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,9.8
,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,58.2
,India,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,22.8
,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,77.6
,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,69.9
,Cambodia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,59.2
,Myanmar,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,49.0
,Bhutan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,68.0
,Comoros,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,2.9
,Ghana,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,24.2
,Pakistan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,2.5
,Mauritania,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,0.3
,Lesotho,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,0.3
,Congo,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,65.8
,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,6.7
,Swaziland,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,31.5
,Nepal,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,25.4
,Madagascar,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,22.1
,Cameroon,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,45.6
,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,65.0
,Haiti,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,3.8
,Sudan,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,28.4
,Kenya,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,6.2
,Djibouti,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,0.2
,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,53.7
,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,45.3
,Togo,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,7.1
,Yemen,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,1.0
,Uganda,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,18.4
,Gambia,MEDIUM HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,41.7
,Senegal,LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,45.0
,Eritrea,LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,15.4
,Nigeria,LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,12.2
,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,39.9
,Guinea,LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,27.4
,Rwanda,LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,19.5
,Angola,LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,47.4
,Benin,LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,21.3
,Malawi,LOW HUMAN DEVELOPMENT,Forest area % of total land area (%) 2005,,36.2
,Zambia,,Forest area % of total land area (%) 2005,,57.1
,Côte d'Ivoire,,Forest area % of total land area (%) 2005,,32.7
,Burundi,,Forest area % of total land area (%) 2005,,5.9
,Congo (Democratic Republic of the),,Forest area % of total land area (%) 2005,,58.9
,Ethiopia,,Forest area % of total land area (%) 2005,,11.9
,Chad,,Forest area % of total land area (%) 2005,,9.5
,Central African Republic,,Forest area % of total land area (%) 2005,,36.5
,Mozambique,,Forest area % of total land area (%) 2005,,24.6
,Mali,,Forest area % of total land area (%) 2005,,10.3
,Niger,,Forest area % of total land area (%) 2005,,1.0
,Guinea-Bissau,,Forest area % of total land area (%) 2005,,73.7
,Burkina Faso,,Forest area % of total land area (%) 2005,,29.0
,Sierra Leone,,Forest area % of total land area (%) 2005,,38.5
,Iceland,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.5
,Norway,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,93.9
,Australia,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,"1,636.8"
,Canada,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,"3,101.3"
,Ireland,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,6.7
,Sweden,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,275.3
,Switzerland,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,12.2
,Japan,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,248.7
,Netherlands,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,3.7
,France,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,155.5
,Finland,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,225.0
,United States,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,"3,030.9"
,Spain,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,179.2
,Denmark,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,5.0
,Austria,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,38.6
,United Kingdom,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,28.5
,Belgium,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,6.7
,Luxembourg,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.9
,New Zealand,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,83.1
,Italy,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,99.8
,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,..
,Germany,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,110.8
,Israel,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,1.7
,Greece,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,37.5
,Singapore,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,(.)
,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,62.7
,Slovenia,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,12.6
,Cyprus,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,1.7
,Portugal,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,37.8
,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,2.8
,Barbados,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,(.)
,Czech Republic,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,26.5
,Kuwait,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.1
,Malta,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,..
,Qatar,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,..
,Hungary,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,19.8
,Poland,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,91.9
,Argentina,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,330.2
,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,3.1
,Chile,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,161.2
,Bahrain,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,..
,Slovakia,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,19.3
,Lithuania,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,21.0
,Estonia,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,22.8
,Latvia,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,29.4
,Uruguay,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,15.1
,Croatia,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,21.4
,Costa Rica,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,23.9
,Bahamas,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,5.2
,Seychelles,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.4
,Cuba,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,27.1
,Mexico,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,642.4
,Bulgaria,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,36.3
,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.1
,Tonga,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,(.)
,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,2.2
,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.1
,Oman,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,(.)
,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,2.3
,Romania,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,63.7
,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,27.3
,Panama,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,42.9
,Malaysia,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,208.9
,Belarus,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,78.9
,Mauritius,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.4
,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,21.9
,Russian Federation,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,"8,087.9"
,Albania,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,7.9
,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,9.1
,Brazil,HIGH HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,"4,777.0"
,Dominica,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.5
,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Forest area Total (thousand sq km) 2005,,0.2
